POSTED_BY,UNDER_CONSTRUCTION,PROPERTY_AGE,FURNISHED,APARTMENT_TYPE,FACING,NO._OF_ROOMS,BALCONY,POWER_BACKUP,AREA_IN_SQUARE_FT,READY_TO_MOVE,TRANSACTION_TYPE,ADDRESS,LONGITUDE,LATITUDE,PRICE_IN_LACS,FACILITIES
Owner,NO,01-Feb,NO,RESIDENTIAL,SOUTH-WEST,3,NO,YES,1500,YES,RESALE,"Mansarovar,Jaipur",26.8626,75.7633,57.6,"GYNASIUM, WATER SUPPLY, LIFT, CLUBS, SWIMMING POOL"
Dealer,NO,0-2,NO,COMMERCIAL,SOUTH-EAST,2,NO,YES,1100.058514,YES,RESALE,"kavesar,Lalitpur",24.69028,78.41889,94,"WATER SUPPLY, LIFT, SWIMMING POOL"
Dealer,YES,01-Feb,NO,RESIDENTIAL,NORTH-EAST,2,NO,YES,759.7597598,YES,RESALE,"Keshav Nagar,Pune",27.16726,75.709505,75.9,"GYNASIUM, WATER SUPPLY, LIFT, CLUBS, SWIMMING POOL"
Dealer,NO,01-Feb,NO,RESIDENTIAL,SOUTH-WEST,1,NO,YES,689.2585383,YES,RESALE,"Majiwada,Lalitpur",19.218498,72.992114,77.9,"GYNASIUM, WATER SUPPLY, LIFT, CLUBS, SWIMMING POOL"
Owner,NO,0-1,NO,RESIDENTIAL,SOUTH-EAST,1,NO,YES,649.9133449,YES,RESALE,"Kopargaon,Shirdi",19.77,74.48,15,"WATER SUPPLY, LIFT"
Dealer,YES,01-Feb,NO,RESIDENTIAL,NORTH-EAST,2,YES,YES,603.9638794,YES,RESALE,"Khadakpada,Lalitpur",24.69028,78.41889,51.5,"WATER SUPPLY, LIFT, SWIMMING POOL"
Owner,NO,0-1,NO,RESIDENTIAL,SOUTH-EAST,2,NO,YES,1095.17601,YES,RESALE,"Hennur,Bangalore",12.96991,77.59796,42,"WATER SUPPLY, LIFT, CLUBS, SWIMMING POOL"
Dealer,NO,0-1,NO,COMMERCIAL,NORTH-EAST,1,YES,YES,422.7287138,YES,RESALE,"Chembur (East),Lalitpur",19.05871,72.89969,120,"GYNASIUM, WATER SUPPLY, LIFT, CLUBS, SWIMMING POOL"
Owner,NO,01-Feb,NO,RESIDENTIAL,NORTH-EAST,2,NO,YES,1098.807496,YES,RESALE,"Patrakar Colony,Jaipur",22.471606,70.061222,38.7,"WATER SUPPLY, LIFT, SWIMMING POOL"
Dealer,YES,01-Feb,NO,RESIDENTIAL,SOUTH-WEST,2,YES,YES,807.1428571,YES,RESALE,"Mahim,Palghar",19.6394,72.7256,22.6,"GYNASIUM, WATER SUPPLY, LIFT, SWIMMING POOL"
Dealer,NO,0-1,NO,RESIDENTIAL,NORTH-EAST,1,NO,YES,800,YES,RESALE,"Kasar vadavali,Lalitpur",24.6902,78.416,55,"GYNASIUM, WATER SUPPLY, LIFT, CLUBS, SWIMMING POOL"
Dealer,YES,0-1,NO,COMMERCIAL,SOUTH-EAST,1,NO,YES,402.7472527,YES,RESALE,"JK Gram,Maharashtra",18.96,72.82,73.3,"WATER SUPPLY, LIFT, CLUBS, SWIMMING POOL"
Owner,NO,0-1,NO,COMMERCIAL,SOUTH-EAST,1,YES,YES,495.2380952,YES,RESALE,"AB Bypass Road,Indore",58.69175268,-117.0016994,5.2,"WATER SUPPLY, LIFT, SWIMMING POOL"
Dealer,NO,01-Feb,NO,COMMERCIAL,NORTH-WEST,2,YES,YES,1318.181818,YES,RESALE,"Pisoli,Pune",18.440853,73.90536,58,"WATER SUPPLY, LIFT, SWIMMING POOL"
Dealer,NO,0-2,NO,COMMERCIAL,NORTH-EAST,3,NO,YES,1285.077367,YES,RESALE,"Sector-137 Noida,Noida",28.506454,77.409568,49,"GYNASIUM, WATER SUPPLY, LIFT, CLUBS, SWIMMING POOL"
Dealer,NO,0-1,NO,RESIDENTIAL,SOUTH-WEST,3,YES,YES,1200,YES,RESALE,"150 Feet Ring Road,Rajkot",22.282765,70.776496,60,"GYNASIUM, WATER SUPPLY, LIFT, CLUBS, SWIMMING POOL"
Dealer,NO,0-1,NO,COMMERCIAL,SOUTH-EAST,2,YES,YES,979.0550414,YES,RESALE,"Hajipur,Noida",28.538774,77.366515,20.1,"WATER SUPPLY, LIFT"
Owner,NO,0-2,NO,RESIDENTIAL,SOUTH-WEST,2,NO,YES,955.2656104,YES,RESALE,"Bhagirathi,Rudrapur",29.014547,79.414653,20.5,"GYNASIUM, WATER SUPPLY, LIFT, SWIMMING POOL"
Dealer,NO,0-2,NO,RESIDENTIAL,NORTH-EAST,2,NO,YES,1250,YES,RESALE,"Kakkanad,Kochi",9.930471,76.271273,52,"WATER SUPPLY, LIFT, SWIMMING POOL"
Dealer,YES,0-1,NO,RESIDENTIAL,NORTH-EAST,4,YES,YES,2220.063827,YES,RESALE,"Lingarajapuram,Bangalore",13.008669,77.629239,160,"WATER SUPPLY, LIFT, SWIMMING POOL"
Dealer,NO,0-1,NO,COMMERCIAL,NORTH-WEST,1,YES,YES,590.1044031,YES,RESALE,"Sector-82 Noida,Noida",28.527597,77.389374,26,"WATER SUPPLY, LIFT"
Dealer,NO,0-1,NO,RESIDENTIAL,SOUTH-WEST,2,NO,YES,1536.657808,YES,RESALE,"Navodaya Nagar,Bangalore",15.438519,74.990374,98.3,"WATER SUPPLY, LIFT"
Dealer,NO,0-2,NO,RESIDENTIAL,SOUTH-WEST,2,NO,YES,1123.974373,YES,RESALE,"Sector-8 Ulwe,Mumbai",19.216097,72.821721,100,"GYNASIUM, WATER SUPPLY, LIFT, CLUBS, SWIMMING POOL"
Dealer,NO,01-Feb,NO,RESIDENTIAL,NORTH-EAST,3,NO,YES,1290.000416,YES,RESALE,"Goregaon (East),Lalitpur",19.1615,72.8731,310,"GYNASIUM, WATER SUPPLY, LIFT, SWIMMING POOL"
Owner,NO,0-1,NO,COMMERCIAL,SOUTH-EAST,3,NO,YES,1575.375667,YES,RESALE,"Volagerekallahalli,Bangalore",12.880421,77.774422,65,"WATER SUPPLY, LIFT, CLUBS, SWIMMING POOL"
Owner,NO,0-1,NO,RESIDENTIAL,NORTH-EAST,2,NO,YES,1260.311641,YES,RESALE,"BV Nagar,Nellore",14.415772,79.964576,27.5,"WATER SUPPLY, LIFT, CLUBS, SWIMMING POOL"
Dealer,NO,01-Feb,NO,COMMERCIAL,SOUTH-EAST,1,YES,YES,680.9669731,YES,RESALE,"Link Road,Lalitpur",19.213466,72.835096,100,"WATER SUPPLY, LIFT"
Dealer,NO,0-1,NO,COMMERCIAL,SOUTH-EAST,3,YES,YES,91469.6814,YES,RESALE,"Kolshet Road,Maharashtra",19.249861,72.963866,8900,"WATER SUPPLY, LIFT"
Owner,NO,0-1,NO,COMMERCIAL,NORTH-WEST,2,YES,YES,593.9123979,YES,RESALE,"Dhara Nagar,Porbandar",22.206071,69.658728,16,"WATER SUPPLY, LIFT"
Dealer,NO,01-Feb,NO,RESIDENTIAL,SOUTH-WEST,2,NO,YES,1010.10101,YES,RESALE,"Mahalakshmi Layout,Bangalore",13.009576,77.546567,85,"GYNASIUM, WATER SUPPLY, LIFT, SWIMMING POOL"
Dealer,NO,0-1,NO,COMMERCIAL,SOUTH-EAST,1,NO,YES,630.1197227,YES,RESALE,"Virar West,Lalitpur",19.4559,72.8114,30,"GYNASIUM, WATER SUPPLY, LIFT, CLUBS, SWIMMING POOL"
Dealer,NO,0-2,NO,RESIDENTIAL,NORTH-WEST,2,NO,YES,650,YES,RESALE,"Kestopur,Kolkata",22.605438,88.422084,23.4,"WATER SUPPLY, LIFT, SWIMMING POOL"
Dealer,NO,0-1,NO,RESIDENTIAL,NORTH-EAST,2,YES,YES,1047.120419,YES,RESALE,"Dodsworth Layout,Bangalore",12.96991,77.59796,88,"GYNASIUM, WATER SUPPLY, LIFT, CLUBS, SWIMMING POOL"
Dealer,YES,0-2,NO,COMMERCIAL,NORTH-WEST,1,NO,YES,651.8904824,YES,RESALE,"Ravet,Pune",18.651598,73.735448,30,"WATER SUPPLY, LIFT"
Owner,NO,01-Feb,NO,COMMERCIAL,NORTH-WEST,2,YES,YES,1100.110011,YES,RESALE,"Sector-93 Noida,Noida",28.5216,77.3863,60,"WATER SUPPLY, LIFT, SWIMMING POOL"
Dealer,NO,01-Feb,NO,RESIDENTIAL,NORTH-EAST,3,NO,YES,1990.049751,YES,RESALE,"Ramprastha Greens,Ghaziabad",28.651918,77.348794,180,"WATER SUPPLY, LIFT, SWIMMING POOL"
Dealer,YES,0-1,NO,COMMERCIAL,NORTH-WEST,5,YES,YES,4175.064785,YES,RESALE,"Mukundapur,Kolkata",22.491565,88.402473,290,"WATER SUPPLY, LIFT, CLUBS, SWIMMING POOL"
Dealer,NO,0-1,NO,RESIDENTIAL,NORTH-WEST,4,YES,YES,2625.925042,YES,RESALE,"Harlur,Bangalore",12.928575,77.585721,220,"GYNASIUM, WATER SUPPLY, LIFT, CLUBS, SWIMMING POOL"
Owner,NO,0-1,NO,COMMERCIAL,SOUTH-WEST,3,NO,YES,2400.137151,YES,RESALE,"Jakkur,Bangalore",12.928575,77.585721,140,"GYNASIUM, WATER SUPPLY, LIFT, SWIMMING POOL"
Dealer,NO,01-Feb,NO,COMMERCIAL,SOUTH-WEST,3,NO,YES,1895.477931,YES,RESALE,"Zirakpur,Chandigarh",30.662283,76.822397,70,"GYNASIUM, WATER SUPPLY, LIFT, SWIMMING POOL"
Dealer,NO,0-1,NO,RESIDENTIAL,SOUTH-WEST,3,NO,YES,1499.863649,YES,RESALE,"Vaishali Nagar,Jaipur",26.91868,75.750399,55,"GYNASIUM, WATER SUPPLY, LIFT, CLUBS, SWIMMING POOL"
Dealer,YES,0-2,NO,RESIDENTIAL,SOUTH-EAST,3,YES,YES,634.3046638,YES,RESALE,"Hinjewadi,Pune",18.5853,73.7413,89.9,"WATER SUPPLY, LIFT, CLUBS, SWIMMING POOL"
Owner,NO,01-Feb,NO,RESIDENTIAL,SOUTH-WEST,1,NO,YES,300.0428633,YES,RESALE,"Pratap Nagar,Vadodara",26.807408,75.838659,7,"GYNASIUM, WATER SUPPLY, LIFT, SWIMMING POOL"
Owner,NO,0-1,NO,RESIDENTIAL,SOUTH-WEST,2,NO,YES,843.9545298,YES,RESALE,"Mansarovar,Jaipur",26.8626,75.7633,24.5,"GYNASIUM, WATER SUPPLY, LIFT, CLUBS, SWIMMING POOL"
Dealer,NO,0-1,NO,RESIDENTIAL,SOUTH-WEST,2,NO,YES,954.7738693,YES,RESALE,"Badlapur,Lalitpur",24.69028,78.41889,28.5,"GYNASIUM, WATER SUPPLY, LIFT, CLUBS, SWIMMING POOL"
Dealer,YES,0-1,NO,RESIDENTIAL,SOUTH-WEST,3,YES,YES,1524.390244,YES,RESALE,"Bhayli,Vadodara",22.288976,73.128222,35,"WATER SUPPLY, LIFT"
Builder,YES,0-2,NO,RESIDENTIAL,SOUTH-WEST,2,NO,YES,992.6470588,YES,RESALE,"E M Bypass,Kolkata",22.54111,88.33778,64.8,"GYNASIUM, WATER SUPPLY, LIFT, CLUBS, SWIMMING POOL"
Dealer,NO,0-2,NO,RESIDENTIAL,NORTH-WEST,3,YES,YES,1880.170469,YES,RESALE,"Baner,Pune",18.558319,73.77588,150,"WATER SUPPLY, LIFT"
Dealer,YES,0-1,NO,RESIDENTIAL,SOUTH-WEST,3,YES,YES,1575,YES,RESALE,"Zirakpur,Chandigarh",30.662283,76.822397,69.3,"WATER SUPPLY, LIFT"
Dealer,NO,0-2,NO,RESIDENTIAL,SOUTH-EAST,2,NO,YES,1204.819277,YES,RESALE,"Kandivali (East),Maharashtra",19.1955,72.8728,160,"GYNASIUM, WATER SUPPLY, LIFT, SWIMMING POOL"
Dealer,NO,0-1,NO,RESIDENTIAL,SOUTH-EAST,1,NO,YES,358.0123156,YES,RESALE,"Byculla East,Mumbai",18.977995,72.850686,100,"WATER SUPPLY, LIFT"
Dealer,NO,0-2,NO,COMMERCIAL,SOUTH-WEST,3,NO,YES,2451.904942,YES,RESALE,"Sector-66A Mohali,Mohali",30.661104,76.746082,130,"WATER SUPPLY, LIFT, SWIMMING POOL"
Owner,NO,0-2,NO,COMMERCIAL,SOUTH-EAST,3,YES,YES,1300.236407,YES,RESALE,"Jalaram Nagar,Vadodara",22.056816,73.10999,33,"WATER SUPPLY, LIFT, SWIMMING POOL"
Dealer,NO,01-Feb,NO,COMMERCIAL,NORTH-WEST,2,YES,YES,955.0290135,YES,RESALE,"Chikhal Dongari,Maharashtra",21.554795,79.672938,39.5,"GYNASIUM, WATER SUPPLY, LIFT, SWIMMING POOL"
Dealer,NO,0-2,NO,RESIDENTIAL,SOUTH-EAST,2,NO,YES,1200.087279,YES,RESALE,"Sector-16 Ulwe,Maharashtra",19.076466,72.999804,110,"WATER SUPPLY, LIFT"
Dealer,NO,0-2,NO,COMMERCIAL,SOUTH-EAST,3,YES,YES,1660.172793,YES,RESALE,"Jakkur,Bangalore",12.928575,77.585721,98,"WATER SUPPLY, LIFT"
Dealer,YES,0-2,NO,RESIDENTIAL,NORTH-WEST,2,YES,YES,1191.789216,YES,RESALE,"Sector-68 Gurgaon,Gurgaon",28.376683,77.047179,77.8,"WATER SUPPLY, LIFT, SWIMMING POOL"
Dealer,NO,0-1,NO,RESIDENTIAL,SOUTH-WEST,3,YES,YES,1703.910615,YES,RESALE,"Zirakpur,Chandigarh",30.662283,76.822397,54.9,"WATER SUPPLY, LIFT"
Dealer,NO,0-1,NO,RESIDENTIAL,NORTH-EAST,4,YES,YES,2960.039467,YES,RESALE,"Vasant Vihar,Vadodara",28.5574,77.159,180,"WATER SUPPLY, LIFT, SWIMMING POOL"
Builder,YES,01-Feb,NO,RESIDENTIAL,NORTH-EAST,2,NO,YES,1323.076923,YES,RESALE,"Niranjanpur,Dehradun",30.3018,78.015,51.6,"WATER SUPPLY, LIFT, SWIMMING POOL"
Dealer,NO,0-1,NO,RESIDENTIAL,NORTH-WEST,2,YES,YES,1290.084777,YES,RESALE,"Zirakpur,Chandigarh",30.662283,76.822397,35,"GYNASIUM, WATER SUPPLY, LIFT, CLUBS, SWIMMING POOL"
Dealer,NO,0-1,NO,COMMERCIAL,SOUTH-WEST,2,NO,YES,1000,YES,RESALE,"Pratapgarh,Kolkata",22.54111,88.33778,33,"GYNASIUM, WATER SUPPLY, LIFT, SWIMMING POOL"
Dealer,NO,0-2,NO,RESIDENTIAL,SOUTH-EAST,2,YES,YES,820.1892744,YES,RESALE,"Baguihati,Kolkata",22.617564,88.427982,26,"GYNASIUM, WATER SUPPLY, LIFT, CLUBS, SWIMMING POOL"
Dealer,NO,01-Feb,NO,RESIDENTIAL,SOUTH-WEST,3,NO,YES,1940.109658,YES,RESALE,"Sector 81 Faridabad,Faridabad",28.392679,77.344375,92,"GYNASIUM, WATER SUPPLY, LIFT, CLUBS, SWIMMING POOL"
Dealer,NO,0-2,NO,COMMERCIAL,SOUTH-EAST,2,YES,YES,1125.118612,YES,RESALE,"Ghodbunder Road,Lalitpur",24.69028,78.41889,83,"WATER SUPPLY, LIFT, SWIMMING POOL"
Owner,NO,0-1,NO,COMMERCIAL,SOUTH-WEST,2,YES,YES,872.029649,YES,RESALE,"Sinhgad Road,Pune",19.164548,73.527868,40,"WATER SUPPLY, LIFT"
Owner,NO,0-1,NO,COMMERCIAL,NORTH-WEST,2,NO,YES,828.1110116,YES,RESALE,"Khardah,Kolkata",22.72,88.38,18.5,"GYNASIUM, WATER SUPPLY, LIFT, SWIMMING POOL"
Dealer,NO,0-1,NO,RESIDENTIAL,NORTH-EAST,2,NO,YES,1099.954359,YES,RESALE,"Jagatpura,Jaipur",26.832353,75.841749,24.1,"GYNASIUM, WATER SUPPLY, LIFT, CLUBS, SWIMMING POOL"
Dealer,NO,0-2,NO,RESIDENTIAL,NORTH-EAST,2,YES,YES,955.0938338,YES,RESALE,"Sector-77 Noida,Noida",28.568096,77.390253,57,"GYNASIUM, WATER SUPPLY, LIFT, SWIMMING POOL"
Owner,NO,0-1,NO,RESIDENTIAL,SOUTH-WEST,2,NO,YES,989.8904802,YES,RESALE,"Sector-143 Noida,Noida",28.5035,77.426447,47,"GYNASIUM, WATER SUPPLY, LIFT, CLUBS, SWIMMING POOL"
Dealer,NO,01-Feb,NO,RESIDENTIAL,NORTH-EAST,4,NO,YES,2983.870968,YES,RESALE,"Sector-54 Gurgaon,Gurgaon",28.440728,77.114195,370,"WATER SUPPLY, LIFT, CLUBS, SWIMMING POOL"
Dealer,NO,0-1,NO,RESIDENTIAL,SOUTH-EAST,3,NO,YES,1334.615385,YES,RESALE,"Vidhan Sabha Road,Raipur",26.843849,80.942867,34.7,"GYNASIUM, WATER SUPPLY, LIFT, SWIMMING POOL"
Dealer,YES,0-1,NO,RESIDENTIAL,NORTH-EAST,3,YES,YES,1750.18423,YES,RESALE,"Electronic City,Bangalore",12.8458,77.6727,95,"GYNASIUM, WATER SUPPLY, LIFT, SWIMMING POOL"
Owner,NO,0-2,NO,COMMERCIAL,NORTH-EAST,1,YES,YES,513.0836326,YES,RESALE,"Mukundapur,Kolkata",22.491565,88.402473,30,"WATER SUPPLY, LIFT, CLUBS, SWIMMING POOL"
Dealer,YES,0-1,NO,COMMERCIAL,NORTH-WEST,3,NO,YES,1705.069124,YES,RESALE,"Zirakpur,Chandigarh",30.662283,76.822397,62.9,"WATER SUPPLY, LIFT, CLUBS, SWIMMING POOL"
Dealer,NO,0-1,NO,RESIDENTIAL,NORTH-WEST,1,YES,YES,550.2063274,YES,RESALE,"Alwar Bypass Road,Bhiwadi",28.2102,76.8606,12,"WATER SUPPLY, LIFT, SWIMMING POOL"
Owner,NO,01-Feb,NO,RESIDENTIAL,SOUTH-WEST,2,YES,YES,1012.009176,YES,RESALE,"Panathur,Bangalore",12.9381,77.7042,75,"WATER SUPPLY, LIFT, SWIMMING POOL"
Owner,NO,01-Feb,NO,RESIDENTIAL,SOUTH-EAST,3,NO,YES,1185.214946,YES,RESALE,"Perumbakkam,Chennai",12.9053,80.1986,59,"WATER SUPPLY, LIFT"
Dealer,NO,0-2,NO,RESIDENTIAL,SOUTH-WEST,2,YES,YES,1000,YES,RESALE,"Sector-9 Khanda Colony,Lalitpur",28.716907,77.124699,95,"WATER SUPPLY, LIFT, CLUBS, SWIMMING POOL"
Dealer,NO,0-1,NO,COMMERCIAL,SOUTH-EAST,4,NO,YES,1399.160504,YES,RESALE,"Versova,Lalitpur",24.69028,78.41889,490,"GYNASIUM, WATER SUPPLY, LIFT, CLUBS, SWIMMING POOL"
Owner,YES,01-Feb,NO,COMMERCIAL,SOUTH-EAST,2,YES,YES,850.0991782,YES,RESALE,"Behala,Kolkata",22.498882,88.317556,30,"GYNASIUM, WATER SUPPLY, LIFT, CLUBS, SWIMMING POOL"
Dealer,NO,0-1,NO,RESIDENTIAL,NORTH-WEST,2,NO,YES,650.026001,YES,RESALE,"Kandivali (West),Lalitpur",19.1983,72.8409,150,"GYNASIUM, WATER SUPPLY, LIFT, CLUBS, SWIMMING POOL"
Dealer,NO,0-2,NO,COMMERCIAL,NORTH-WEST,3,YES,YES,1646.84355,YES,RESALE,"Sector-107 Noida,Noida",28.546788,77.378494,90,"GYNASIUM, WATER SUPPLY, LIFT, SWIMMING POOL"
Owner,NO,01-Feb,NO,RESIDENTIAL,SOUTH-EAST,2,YES,YES,860,YES,RESALE,"Wagholi,Pune",18.5823,73.983,43,"WATER SUPPLY, LIFT, CLUBS, SWIMMING POOL"
Dealer,NO,0-1,NO,RESIDENTIAL,NORTH-EAST,3,YES,YES,1590.151321,YES,RESALE,"Sector 88 Faridabad,Faridabad",28.431862,77.351104,62,"GYNASIUM, WATER SUPPLY, LIFT, CLUBS, SWIMMING POOL"
Dealer,NO,0-1,NO,COMMERCIAL,SOUTH-WEST,1,NO,YES,679.7706798,YES,RESALE,"Punawale,Pune",18.637802,73.745912,33.2,"WATER SUPPLY, LIFT, CLUBS, SWIMMING POOL"
Owner,NO,0-2,NO,RESIDENTIAL,SOUTH-EAST,2,NO,YES,1455.074573,YES,RESALE,"Halasur,Bangalore",12.96991,77.59796,120,"GYNASIUM, WATER SUPPLY, LIFT, CLUBS, SWIMMING POOL"
Dealer,NO,0-2,NO,COMMERCIAL,SOUTH-EAST,3,YES,YES,1875.779496,YES,RESALE,"Sector-20 Panchkula,Panchkula",30.6665,76.8625,75.2,"WATER SUPPLY, LIFT, CLUBS, SWIMMING POOL"
Owner,NO,0-2,NO,RESIDENTIAL,NORTH-WEST,1,YES,YES,750,YES,RESALE,"Desa Pathrunipalem,Visakhapatnam",17.638457,83.124941,15,"WATER SUPPLY, LIFT"
Dealer,NO,01-Feb,NO,COMMERCIAL,SOUTH-WEST,2,NO,YES,1345.017322,YES,RESALE,"Sector-66A Mohali,Mohali",30.661104,76.746082,66,"WATER SUPPLY, LIFT, SWIMMING POOL"
Owner,NO,0-2,NO,RESIDENTIAL,SOUTH-EAST,3,NO,YES,1700.102006,YES,RESALE,"Junwani,Bhilai",21.201983,81.374348,50,"GYNASIUM, WATER SUPPLY, LIFT, CLUBS, SWIMMING POOL"
Owner,NO,01-Feb,NO,COMMERCIAL,SOUTH-WEST,4,YES,YES,2304.147465,YES,RESALE,"Rajarajeshwari Nagar 5th Stage,Bangalore",12.919423,77.522774,120,"GYNASIUM, WATER SUPPLY, LIFT, SWIMMING POOL"
Dealer,NO,0-1,NO,COMMERCIAL,NORTH-WEST,2,NO,YES,1399.176955,YES,RESALE,"Sector-79 Noida,Noida",28.558047,77.392752,85,"WATER SUPPLY, LIFT, SWIMMING POOL"
Dealer,YES,01-Feb,NO,RESIDENTIAL,NORTH-WEST,2,NO,YES,1160.934552,YES,RESALE,"Mulund (West),Maharashtra",19.1759,72.9522,160,"GYNASIUM, WATER SUPPLY, LIFT, CLUBS, SWIMMING POOL"
Owner,NO,0-1,NO,RESIDENTIAL,NORTH-WEST,2,YES,YES,1355.01355,YES,RESALE,"Marathahalli,Bangalore",12.95619,77.70194,120,"GYNASIUM, WATER SUPPLY, LIFT, CLUBS, SWIMMING POOL"
Dealer,NO,0-1,NO,COMMERCIAL,NORTH-EAST,1,NO,YES,610.0316313,YES,RESALE,"Naigaon (East),Lalitpur",19.35269,72.864824,27,"GYNASIUM, WATER SUPPLY, LIFT, CLUBS, SWIMMING POOL"
Dealer,NO,0-2,NO,COMMERCIAL,SOUTH-EAST,2,NO,YES,900.0163639,YES,RESALE,"Ambegaon Pathar,Pune",19.11667,73.73333,55,"GYNASIUM, WATER SUPPLY, LIFT, SWIMMING POOL"
Dealer,NO,0-1,NO,COMMERCIAL,SOUTH-WEST,3,YES,YES,1410.033233,YES,RESALE,"Pimple Saudagar,Pune",18.5956,73.7981,89.1,"GYNASIUM, WATER SUPPLY, LIFT, SWIMMING POOL"
Owner,NO,0-2,NO,RESIDENTIAL,SOUTH-WEST,2,YES,YES,1075.05864,YES,RESALE,"sector-121 Noida,Noida",28.602325,77.401994,55,"WATER SUPPLY, LIFT, CLUBS, SWIMMING POOL"
Dealer,NO,0-1,NO,RESIDENTIAL,NORTH-WEST,3,YES,YES,1510.003775,YES,RESALE,"Shreehans Nagar,Pune",21,77,80,"WATER SUPPLY, LIFT, SWIMMING POOL"
Dealer,NO,01-Feb,NO,COMMERCIAL,NORTH-EAST,2,NO,YES,1050.213325,YES,RESALE,"Adajan,Surat",24.395822,78.989627,32,"WATER SUPPLY, LIFT, CLUBS, SWIMMING POOL"
Dealer,YES,0-1,NO,RESIDENTIAL,NORTH-WEST,3,YES,YES,2548.160228,YES,RESALE,"Sector-50 Noida,Noida",28.5679,77.3679,250,"GYNASIUM, WATER SUPPLY, LIFT, CLUBS, SWIMMING POOL"
Dealer,YES,0-1,NO,COMMERCIAL,SOUTH-WEST,1,YES,YES,567.8571429,YES,RESALE,"Mahim,Palghar",19.6394,72.7256,15.9,"WATER SUPPLY, LIFT"
Dealer,NO,0-1,NO,RESIDENTIAL,NORTH-WEST,3,NO,YES,1445.270988,YES,RESALE,"Pallavaram,Chennai",12.968,80.1502,68,"GYNASIUM, WATER SUPPLY, LIFT, SWIMMING POOL"
Dealer,YES,0-1,NO,RESIDENTIAL,SOUTH-EAST,3,NO,YES,830.3093671,YES,RESALE,"Powai,Mumbai",19.12,72.91,270,"GYNASIUM, WATER SUPPLY, LIFT, SWIMMING POOL"
Dealer,YES,01-Feb,NO,RESIDENTIAL,SOUTH-EAST,1,NO,YES,307.9637501,YES,RESALE,"Malad (East),Maharashtra",19.1758,72.8643,76.8,"WATER SUPPLY, LIFT, SWIMMING POOL"
Dealer,NO,0-2,NO,COMMERCIAL,NORTH-EAST,2,NO,YES,1050.057537,YES,RESALE,"Sector 2 Ulwe,Lalitpur",22.5855,88.427,73,"GYNASIUM, WATER SUPPLY, LIFT, SWIMMING POOL"
Dealer,YES,0-1,NO,COMMERCIAL,SOUTH-EAST,2,NO,YES,780,YES,RESALE,"Nager Bazar,Kolkata",22.54111,88.33778,31.2,"GYNASIUM, WATER SUPPLY, LIFT, CLUBS, SWIMMING POOL"
Dealer,NO,0-1,NO,RESIDENTIAL,SOUTH-EAST,2,YES,YES,1174.724867,YES,RESALE,"Jogeshwari (West),Lalitpur",19.141644,72.842908,190,"WATER SUPPLY, LIFT"
Owner,NO,0-1,NO,RESIDENTIAL,NORTH-WEST,1,YES,YES,600.1091107,YES,RESALE,"Boisar,Palghar",19.811319,72.76894,22,"WATER SUPPLY, LIFT, CLUBS, SWIMMING POOL"
Dealer,NO,0-2,NO,COMMERCIAL,SOUTH-WEST,3,YES,YES,1712.838844,YES,RESALE,"Laxmi Nagar,Maharashtra",20.07911,73.911636,230,"WATER SUPPLY, LIFT, CLUBS, SWIMMING POOL"
Dealer,NO,01-Feb,NO,COMMERCIAL,NORTH-EAST,2,NO,YES,917.9589795,YES,RESALE,"Jigani,Bangalore",12.778033,77.632191,36.7,"GYNASIUM, WATER SUPPLY, LIFT, CLUBS, SWIMMING POOL"
Owner,NO,01-Feb,NO,COMMERCIAL,SOUTH-WEST,1,YES,YES,695.611578,YES,RESALE,"Waghodia,Vadodara",22.294094,73.233686,14.9,"WATER SUPPLY, LIFT"
Builder,NO,0-2,NO,COMMERCIAL,NORTH-EAST,3,NO,YES,1600.162042,YES,RESALE,"Doddabommasandra,Bangalore",12.96991,77.59796,79,"WATER SUPPLY, LIFT, CLUBS, SWIMMING POOL"
Dealer,NO,0-1,NO,COMMERCIAL,SOUTH-EAST,2,YES,YES,1049.868766,YES,RESALE,"Kondhwa,Pune",18.52361,73.84778,60,"GYNASIUM, WATER SUPPLY, LIFT, SWIMMING POOL"
Dealer,NO,01-Feb,NO,RESIDENTIAL,SOUTH-WEST,2,NO,YES,1067.104453,YES,RESALE,"Wagholi,Pune",18.5823,73.983,52,"WATER SUPPLY, LIFT, SWIMMING POOL"
Owner,NO,01-Feb,NO,RESIDENTIAL,NORTH-WEST,3,NO,YES,1200,YES,RESALE,"Airport,Kolkata",22.648322,88.4431525,48,"GYNASIUM, WATER SUPPLY, LIFT, CLUBS, SWIMMING POOL"
Owner,NO,0-2,NO,COMMERCIAL,NORTH-EAST,2,NO,YES,1172.103927,YES,RESALE,"Rahatani,Pune",18.602428,73.787111,60,"WATER SUPPLY, LIFT, SWIMMING POOL"
Owner,NO,0-1,NO,COMMERCIAL,SOUTH-EAST,2,YES,YES,1170.154185,YES,RESALE,"Gandhi Nagar,Nagpur",21.1335,79.0552,85,"GYNASIUM, WATER SUPPLY, LIFT, SWIMMING POOL"
Owner,NO,01-Feb,NO,COMMERCIAL,SOUTH-EAST,2,YES,YES,732.0362165,YES,RESALE,"Vasundhara,Ghaziabad",28.65998,77.370279,38,"GYNASIUM, WATER SUPPLY, LIFT, SWIMMING POOL"
